Date,Country/Location,Rating,Author,Title,Body,Image links,Image Video Links,Verified Purchase,URL,Helpful count,Variation information,Styles
04/26/2022,United States,5,alexandra M,Love it,"It’s the perfect width, easy to fold, light and my two big boys (4 and 2 ) fit comfortably. Used to have an uppababy vista and it’s simply not comfortable for two kids. Get this stroller!",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1WH5CFNQM9ZS0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,0,B07PMSS9NF,Style: City Tour 2 Double Stroller | Color: Pitch Black
04/24/2022,United States,4,Vanessa,Expensive but worth it,"The only thing I don’t like is that when you fold it, if you grab it by the wrong part, it’ll open back up. Maybe the latch should extend to keep all of the folded parts together!",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2OMZJ1FHGN2F/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,0,B07NZPT3TR,Style: City Tour 2 Stroller | Color: Pitch Black
04/23/2022,United States,5,Caroline,City tour vs Graco jetsetter,"I have researched lightweight travel strollers extensively. I have had the Graco Jetsetter since my son was born, but the seat angle does not site upright enough now that’s he’s 11 months and wanting to sit up.I’m very happy with the City Tour- angle is much better.I did a side by side comparison and here’s my take on travel strollers-Graco JetsetterProsExtremely easy to foldClip on Graco car seat with easeStorage bin largeStands upright when it’s foldedConsIncline of seat is angled back too muchSeat is very narrowBelly bar is far away and awkwardNo peek a boo in canopyCity tourProsSeat angle goes from extremely upright to almost all the way flatBetter quality than JetsetterSeat is a bit deeper than JetsetterPeek a boo in canopyLarger canopy than JetsetterConsDoes not stand up on its own when foldedSits a bit lower- could be a con for taller parents in terms of the handle heightA little bit harder to fold than JetsetterStorage bin a bit smallIn my opinion the Jetsetter is the best for airplane travel with a baby. City tour is better for airline and just day to day lightweight use for 12 months and up.","https://m.media-amazon.com/images/I/815fUXBcaML._SY1600.jpg, https://m.media-amazon.com/images/I/81fbFQPDnHL._SY1600.jpg, https://m.media-amazon.com/images/I/81vIyP+OWIL._SY1600.jpg",,FALSE,https://www.amazon.com/gp/customer-reviews/R1CFW0I38TY48P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,3,B07NZPT3TR,Style: City Tour 2 Stroller | Color: Pitch Black
04/11/2022,United States,4,RDEAL,For travel,I love this for travel. We have a trip coming up and I’m confident it’s exactly what I needed. We also go see family bout 6hrs away and needed something compact so perfect for those trips. But won’t be replacing my daily driver any time soon. It’s light weight and easy to fold (after some practice) but just his weight distribution makes it Hard to turn. More so than I expected anyway. Still happy with it though.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2J60SLXDHD15B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,0,,
04/06/2022,United States,1,Ewa,Offensively bad,I can’t believe so many like this stroller. It misses the mark on almost every single thing a parent needs. There is nowhere to attach a fan or a stroller umbrella. It doesn’t come with a bar ( for an already pricy stroller you have to pay extra to get it). It feels extremely cheap and plasticky. It’s nearly impossible to adjust the recline with a child inside. What they describe as a “ large” storage basket is so so small and low that the only thing we put there was the fan that we had no way of attaching…. Back it goes.,,,FALSE,https://www.amazon.com/gp/customer-reviews/R1C7J4IOF7T5QT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,1,B07NZPT3TR,Style: City Tour 2 Stroller | Color: Pitch Black
03/22/2022,United States,5,cecilia,Great for airtravel,Great option for airtravel it can fit as a carry on bag on most airlines just by folding it and removing the back wheels. It has a super smooth handle and drive. It’s sturdy and lightwheight,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3FG79XS2G44DN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,0,B07NZPT3TR,Style: City Tour 2 Stroller | Color: Pitch Black
03/22/2022,United States,5,Emily,Portable and easy to maneuver,"Bought this stroller after hours of searching for a lightweight, small-fold stroller. Finally purchased this one and LOVE it. Easy to store in my trunk and was perfect for vacation. Can fold it up one handed while holding on to my toddler, great for theme parks, small rental cars and airports. My toddler seems comfortable in it. I have no complaints. Very happy with this purchase.",,,TRUE,https://www.amazon.com/gp/customer-reviews/RQK35R1B9FMQU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,0,,
03/22/2022,United States,4,Amazon Customer,Great lightweight stroller.,Great option for a light weight stroller. Takes some practice to open but it’s definitely a one hand fold. When it’s folded you can use the strap to carry around but it does not have a shoulder strap unless you use the travel bag. I was able to easily maneuver the stroller with one hand holding my baby. It handled well in a few different terrains without feeling flimsy. The folded size makes it easy to fit in a trunk or a crowded restaurant. The seat is very shallow but my daughter doesn’t mind and I can put up the footrest to make her more comfortable. Probably for an older/taller child this might not be as comfortable. I really like the recline feature. The travel bag is sturdy and I like that the wheels are easy to take off. I haven’t tried it for plane travel yet but it seems to be slightly bigger than most airlines allowance for carry on.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R130PBNYT4YR39/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,0,B07NZPT3TR,Style: City Tour 2 Stroller | Color: Pitch Black
03/21/2022,United States,5,Ahmad husaini,Really good product I love it,I like the product it really nice and small,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1PRFICVC0J3AY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,0,,
03/15/2022,United States,5,JB87,Perfect Travel Stroller!,"Completed a ton of research before purchasing this travel stroller and it does not disappoint! Great maneuvering, quality, and super easy to fold up and pack away on the plan. It even fit in the carry-on bin on a larger plane. Highly recommend, especially since it comes with a travel bag and you do not need to purchase separately.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R5DSATXERSK0O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,0,B07NZPT3TR,Style: City Tour 2 Stroller | Color: Pitch Black
03/13/2022,United States,2,Amazon Customer,Baby Jogger City Tour 2 Double Stroller,"Wheels lock up, while using. Returning it!",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1UV0SS5R6WETU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,0,B07PMSS9NF,Style: City Tour 2 Double Stroller | Color: Pitch Black
03/13/2022,United States,5,Irving David,Awesome,This is a great stroller. High quality. Your wife will be happy.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3SFQ6OWVN7XF0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,0,B07PMSS9NF,Style: City Tour 2 Double Stroller | Color: Pitch Black
03/07/2022,United States,5,Maria,Love it.,Great stroller and easy to open and close. 100% recommended.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R6JAU3QXP485A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,0,,
03/06/2022,United States,5,Anthony Weber,Great travel or everyday stroller,"This is a lightweight stroller that functions as a full size stroller. We bought this for our trip to Disney World so we didn’t have to bring our heavy stroller through the airport and it was great! It folds easily with one hand—you just have to make sure there is nothing in the bottom basket no matter how small or it won’t fold. It has a very smooth ride, has room to hang a parent organizer thing, reclines almost completely flat, and has a good size canopy. The only thing I wish it had was an option for a belly bar then I would prefer this stroller over our full size for daily use. Also, we checked it at the gate when we flew but it could probably fit in the overhead bin if needed. Definitely recommend!",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2MLK2I0RZBCK1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,1,B094NZBP1H,Style: City Tour 2 Stroller | Color: Shadow Grey
02/27/2022,United States,1,van,Wanted to love this so much,"The stroller broke after 1st use. Wanted to use for traveling with my 18 month old, but it broke after the first use. So disappointed. How I am stuck with a broken stroller abroad","https://m.media-amazon.com/images/I/818ICWrL0nL._SY1600.jpg, https://m.media-amazon.com/images/I/81jDFYF14sL._SY1600.jpg",,TRUE,https://www.amazon.com/gp/customer-reviews/R38XDZGUEQ7L9S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,8,B094NZBP1H,Style: City Tour 2 Stroller | Color: Shadow Grey
02/23/2022,United States,3,Miwa,Everything we wanted except for the seatbelt,"We got this so we could travel internationally as compact as possible. It’s really everything we wanted but we have 2 gripes about the product. The first being the seatbelt and how you connect it. It’s complicated, annoying and not fast which is the opposite of what you want when traveling and on the move constantly. The other item is that it takes 2 people to get it in the travel Bag because it doesn’t self stand. If I hadn’t received it right before a trip, I would probably have returned it just because of the seatbelt but.. live and learn!",,,TRUE,https://www.amazon.com/gp/customer-reviews/RFYEOAJPIWFN3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,1,,
02/16/2022,United States,5,andrie,Light weight perfect for travel,"Bought this stroller for traveling / airport use and love it. Super light weight and compact. Kind of a pain to fold initially, but once you know how to do it it’s fine. We actually keep this stroller in our car for those unexpected times of needing it.",,,TRUE,https://www.amazon.com/gp/customer-reviews/RVU2S0ZSXP1PX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,0,B07NZPT3TR,Style: City Tour 2 Stroller | Color: Pitch Black
01/28/2022,United States,5,Bianca Mayorga,Best Travel Companion,"I actually got this stroller because it was the only one that would fit in the back of my small car (Toyota Matrix). But now I prefer this over any regular size stroller because of it size and minimalist look.I purchased with the Graco Click attachments for the carry car seat. Also grabbed the front bar accessory for when baby grows. For the top I have the universal stroller organizer.This lightweight and versatile design has allowed us to go to many family trips because it doesn't take too much space in the car. I've also been able to carry it easily on our trip to Universal Studios, Santa Rosa, shopping trips.I had done extensive homework and it came down to this stroller and the Uppa Baby. For the price, this one is a definite match the only complaint that I have is that the undercarriage storage is super small so you have to have in mind that they will not be bringing a lot of extra stuff with you.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R3LPLA8SROVYUB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,1,B07NZPT3TR,Style: City Tour 2 Stroller | Color: Pitch Black
01/27/2022,United States,5,Concerned customer,Perfect car stroller,"We have a big jogger stroller but wanted something small for grocery shopping, doctor appointments, and tours. This met all needs perfectly. It’s easy to use, compact, smooth, and baby loves it.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R65VVBHCSBC01/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,0,,
01/25/2022,United States,5,Sheer,Nice mini stroller. I really enjoy using it,"I wanted the yoyo but since it does not fully recline i bought this one. I am overall happy. It looks small but it is really spacious compared with other lightweight stroller. My son is 2 and still enjoys riding in it :) the only con is the wheels. The rubber pilled off them after 6 months of use and started making annoying noises. They replaced the wheels with new ones , so i am happy.",,,FALSE,https://www.amazon.com/gp/customer-reviews/R1O3F66OAORYSO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,1,,
01/21/2022,United States,1,Sebastián Nieme,NO COMPRAR,"No comprar este coche! Compré este coche veces. La prima vez fallo al mes, la rueda delantera derecha simple dejo de girar lo que hacía casi imposible usar el coche porque se volvió muy pesado para empujar. Contacte al vendedor y nos devolvieron aproximadamente un 75% del precio (entiendo que está bien porque el coche estaba usado). Pensé que simplemente había tenido mala suerte y volví a comprar el mismo coche, porque cuando está bueno es un muy buen coche. Pero esta vez volvió a fallar a los dos meses y medio de uso, esta vez la rueda izquierda no gira por lo que es muy difícil y pesado de maniobrar.",,,TRUE,https://www.amazon.com/gp/customer-reviews/RNHCK18NP1D9F/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,2,,
01/10/2022,United States,5,C. May,The BEST Travel Stroller!,"We love this travel stroller! It's easy to fold and unfold one-handed. I can also maneuver it through the airport one-handed if necessary. My 7 month old enjoys strolling through the airport much more than baby-wearing. I also love that it folds down to fit in the overhead bin. I wanted to avoid gate-checking (and any damage that might result), and this stroller makes it possible. It's also much more comfortable than the standard umbrella stroller.I would recommend for older babies or toddlers who can sit up pretty well. This stroller doesn't offer much support for littles who can't sit up well. You'd have to include an insert to support a little baby and that would hinder the easy collapse.Full disclosure, we have a different stroller for every day use that our infant carrier clips into. The City Tour 2 could work as an every day stroller if you need a compact one for your trunk.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R20PO3ZBGL0KO2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,0,,
01/06/2022,United States,5,Cecilia Jackson,Love this stroller for flying except...,"When I was in the airport pushing my baby with this stoller and watching parents push their tiny super ultra compact stroller, I was so glad I went with this one. It's sturdy and I know my kid will fit in it for at least two more years. Shes 16 months. The flip up foot rest is great for naps. The umbrella is a nice size... Which came in handy for Florida. It moves pretty smoothly on sidewalk. My only beef is that we had such a hard time unfolding the stroller. It felt like we were going to break it 50% of the time.",,,TRUE,https://www.amazon.com/gp/customer-reviews/RLY65BUZQBPDF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,0,,
01/05/2022,United States,4,Ariel Blanco,A bit flimsy,"It’s a nice looking stroller. It’s VERY light, it’s not very sturdy. I’m not sure how long it’ll last, but it’s good for what we need it. I wouldn’t go on difficult terrains with it.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2QT3CVWG46FNN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,1,B094NZBP1H,Style: City Tour 2 Stroller | Color: Shadow Grey
01/03/2022,United States,5,Erwins C.,good for travel,our kids love this!,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2NETNAS0BER07/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,0,B07NZPT3TR,Style: City Tour 2 Stroller | Color: Pitch Black
12/26/2021,United States,5,A Shack,Great on the go stroller,I was looking for quite a while for a compact stroller that was easy to use for in and out of the car. I'm glad i finally settled on this one. It opens and closes quickly and easily but does require 2 hands. I love that it is so compact. It folds into 3 and takes up very little space in my trunk which is great when you are packing up a whole family for a weekend trip. When the stroller is open it seems sturdy and comfortable for my 14 month old. I like also that it leans back until almost flat. The one slight issue is that the hood doesn't do such a good job blocking the sun from my babies eyes. If it came down a few more inches it would have been better.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R14D8Q3H3UUK9D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,0,,
12/25/2021,United States,5,Doan,Light weight,"Light weight, easy to folder",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1J66188A1ULEG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,1,,
12/23/2021,United States,5,Sam,Very light and high quality.,Simply loved it!!!,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3U8JZ7J2FB3K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,0,,
12/23/2021,United States,5,Timothy K. Bishop,Small and portable!,We have the city select but I wanted something smaller for quick trips! This stroller is perfect because it is lightweight and folds small! Highly recommend,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1YGF8WW9ZYVB3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,0,,
12/07/2021,United States,4,george,It’s ok,Would have given it a 5 star if it had cup holder or food tray,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3EVV37UAOQ040/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,0,,
12/04/2021,United States,5,Marbella,Bonita,Me gusto mucho y más lijera,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1ALB0SNJF2MXY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,0,,
12/02/2021,United States,5,Quinne Palmer,Amazing travel stroller! Super compact and comfortable for your little one.,"Only downside is the stroller has to be in an upright position and everything in place in order for it to fold up. Other than that, it’s an amazing stroller for traveling. We just took it on a Disneyland trip and it maneuvers easily and is a smooth ride. My daughter seemed to love it too and took several long naps in it. If you’re looking for a dependable, compact travel stroller, look no further.",,,TRUE,https://www.amazon.com/gp/customer-reviews/RDEAB4VT9Q7OX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,0,,
11/27/2021,United States,5,Client d'Amazon,Amazing!,"It's everything we could wish for!Easy to use, comfy, folds easily into small cars trunks, rolls well and looks great. Very recommended!",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2ZGVNJIQ8C089/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,0,B07PMSS9NF,Style: City Tour 2 Double Stroller | Color: Pitch Black
11/22/2021,United States,5,Anna Furmanova,Excellent,Love it,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1CXVZ1KW834L8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,0,,
11/16/2021,United States,5,Thayssa,Light weight and easy to fold,"Awesome purchase! Sturdy, and light weight. You can literally maneuver it with one hand and it stores away just about anywhere. This is the perfect toddler stroller.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R35PH70Y9B5COA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,0,,
11/13/2021,United States,5,Travis,great comapct,we had a larger baby jogger system so this compact one is just as great.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2W5XX7YRAJI7N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,0,,
11/11/2021,United States,5,aj399,"great-looking and light stroller, easy to maneuver with 1 hand","Bought this stroller for a trip since my larger non-travel one was not cutting it in airports and on trains. Read some reviews of various strollers, settled on this one. I love it! It worked really well as an airport and city stroller, I did not attempt to bring it on board so I gate-checked it, which was very convenient. I had to fold it up while holding my 2 year old and our bags several times and it really was fast/fairly easy to do with 1-ish hands (I may have put her down for a second to get it going but that's more a comment on my skills). The wheels come on and off really easily, which I think is an undersold point- it has a click-in-place/lever release system so it takes only seconds - highly convenient as well. When folded, it has this handle that is where the base of the seat is when unfolded and it is very easy to pick it up and carry it, otherwise you need to lay it down (doesn't stand on its own as other reviewers said) but I didn't find that to be such a problem so far. The basket below is adequate and the ability to lower the seatback works well enough as well- my child has napped in it with the seatback down so I can attest it is at least comfortable to sleep in. I also happen to love this color and the overall look. 5 stars all around. Wish I had bought this travel stroller pre-covid when we were doing a lot of train travel. I am sold on baby jogger as a brand now!",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1YQ7IL22BRD3Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,0,,
11/05/2021,United States,5,lexylex,Lightweight,"Love it, came assembled. Only had to attach the wheels. It’s an awesome stroller. And I’ve went through 6 double strollers. I’m very picky",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2ZAO8M506RULB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,1,B07PMSS9NF,Style: City Tour 2 Double Stroller | Color: Pitch Black
11/04/2021,United States,4,Katherine,Great for quick on the go trips,I love this stroller the only reason i did not give it 5 stars was because it has very little storage space.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2TN1W2ZB9AJPS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,0,B07NZPT3TR,Style: City Tour 2 Stroller | Color: Pitch Black
11/03/2021,United States,4,Amazon Customer,Just what we needed for a trip abroad,Light and easy to take as carryon on a planeWAs perfect for our trip,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1F3U3G1QLBLGJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,0,,
10/30/2021,United States,5,Kira Jankowski,"The convenience of a (almost) full sized stroller, but so light and compact!","We bought this stroller for upcoming trips in December and February, and were really concerned about getting a stroller that would be a breeze to fly with, but still look like a normal stroller and have all the amenities we are used to with our everyday stroller. I think we definitely found it with this stroller!Assembly was quick, out of the box it took about 5 minutes to unfold, clip in the wheels and lock them into place. We got the all black version of the stroller and it looks really sleek. It's super light and the added carrying bag will be really nice for when we are in airports and need to tuck the stroller away when boarding a flight, especially if we aren't able to store it in an overhead bin and will need to gate check it.As we haven't used it fully yet, some pros out of the box:- Really lightweight and the positioning of the handle bar is nice. I'm 5'3 and my husband is 6'2 and we both can comfortably push this and maneuver it.- It's also very narrow, which again will be convenient when traveling. With our other sturdier stroller, the back wheels stick out quite a bit and I'm always bumping the stroller into things when we go out to stores and such.- Love the fact that the seat can fully recline and the sun shade covers a decent amount. It's comparable to our Evenflo stroller for shade coverage. The adjustable foot rest is really nice and easy to use.- While I don't think it's foldable with one hand, it isn't hard to break down the stroller and fold it up.- Included carrying case is nice for keeping it stored and clean. Also has a strap for easy carrying on the case.- It folds down so small and compact! Our other stroller we need to put a seat down in our GMC Acadia to fit it in the trunk (which is so small) and really inconvenient for our older kids that sit in the back. This folds down so compact it fits in our very limited space in the trunk area.- It looks like a normal stroller. Some of the other compact strollers that we looked into are so weird looking when fully unfolded. I like that it just looks like your standard stroller.- It's very sturdy feeling for a compact stroller. It's a good middle ground between a higher quality umbrella stroller and an everyday/bulkier stroller.Some cons:- The underneath basket is pretty small. I think we'd be able to comfortably put a spare blanket or two under there, and maybe a few stray items. It definitely is not large enough for a full diaper bag, but that's not a deal breaker for us.- The chest clip/5 point harness is a little cumbersome to use. It breaks apart into separate pieces, and can be a little tricky to line up just right to clip. If your kid is struggling or wiggly, it can be a little difficult to get all the pieces together. I wish you could lock the top straps into place instead of just sliding them into the clips- It is a little tricky to unfold. We had looked at this stroller in the store prior to buying online, and the sales lady said you can just flip the stroller really hard and it'll open and lock into place. I don't think this is the case at all. There's a clip on the side you need to release to unfold it completely, and even then sometimes the folding points don't lock together when opening it up on the first time. I think it would be super difficult to open this one handed or if you were holding a baby. It takes me two hands. But once you know what you are doing it's not hard to open.- It's a little difficult to carry if you aren't using the carrying bag. If you are just folding it back up and throwing it in your trunk it's fine, but if you need to carry it around I'd definitely make sure you have the carrying case along.- The wheels are pretty small. If you aren't using it for indoors (malls/shopping/etc) or on pavement I think it would be pretty hard to maneuver. Especially on grass, gravel, or uneven terrain.",,,TRUE,https://www.amazon.com/gp/customer-reviews/RO0JTWIOHHX4B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,1,B07NZPT3TR,Style: City Tour 2 Stroller | Color: Pitch Black
10/27/2021,United States,5,Krista,Great travel stroller,"This wasn’t our first pick for a travel stroller but I’m glad we got it. It’s a little tricky to fold (doesn’t always stay shut) but we carry some travel bungee cords for that on the plane. Otherwise it’s a beautiful stroller, handles better than our uppababy and jogging strollers, even on cobble stone streets. It seems to lull our son to sleep and it reclines well. He loves getting in this stroller. It also has a decent shade and carriage basket - we use the basket for groceries and other items when we’re out!",https://m.media-amazon.com/images/I/71uRXrjESwL._SY1600.jpg,,TRUE,https://www.amazon.com/gp/customer-reviews/R2R1RBI7CFTY3N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,1,,
10/21/2021,United States,5,Amazon Customer,Perfect for Disney!,"We were taking our 6 month old son to Disney for the first time because we're psychos and needed a good stroller for long days. This stroller was perfect for packing for a 7 hours road trip because it folds up SO small, and my son was comfortable the entire trip. The storage space underneath isn't huge, but it was big enough to keep rain jackets and a small bag. Love that he could almost fully recline when he fell asleep. Our usual stroller is a Mockingbird, and this stroller felt like a smaller version of that. Easy to roll, very smooth ride, and made our trip a lot easier than taking our big stroller would have been. We now use it almost daily when running quick errands!",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1LDZ3ZNU19WGF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,0,,
10/20/2021,United States,3,venkat rao,Good Average Stroller for a budget,"It is indeed a good stroller (for the price)… The seat is broad and so is spacious.. It is easy to fold (but not super easy; I couldn't have done it with carrying my son on another arm) and same is case for opening it back.. The wheels don't have suspension so it is kind of wobbly (a little bit; may be that would not matter to you at all!!) I love the extendable leg rest (it is very easy to extend the leg rest and tuck it back)But eventually I ended up returning it because1: the folding and opening mechanism are indeed one handed but you can't carry your baby and fold or open it at the same time (I couldn't do that; may be you can!!)2: The seat is broad (that makes it spacious and I liked it) but not long; I have a tall baby and his head would have probably started sticking out in next few months and I don't want that!!3: No suspension in the wheels: I thought I would be able to accept this fact but I couldn't (but frankly I overrated this fact; It is not that big of a deal)In the end I would say, It is a good stroller for a budget",,,TRUE,https://www.amazon.com/gp/customer-reviews/R3D757F0PKPXEB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,1,B094NZBP1H,Style: City Tour 2 Stroller | Color: Shadow Grey
10/16/2021,United States,3,Juvie Paredes,Just cheap cloth material not like other city i saw in the street.,Not bad..,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3EU5L4GR8Q0CW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,0,,
10/12/2021,United States,4,LavPebbles,Smooth ride but not easy to open up,"We wanted a lightweight stroller that lasts over 40 lbs, and this is the best that I can find at a reasonable price (got for $160 on sale).Took it to SeaWorld for our first use. I have twins, so we bought two separate single strollers. One of the shoulder straps came off when the string came loose. Don’t know how that happened, but within the first hour of riding it came off. My 25 lb little girl was sitting on it. Called customer service and it took forever for them to answer, but when I got connected the lady was able to help me.The ride was very smooth. Even when my daughter didn’t want to sit in it, I can hold her hand and maneuver the stroller with my other hand.The compartment under the stroller is small, so don’t expect to fit a diaper bag down there. Maybe a very flat small one.It was easy to fold down and is lightweight. I bought cupholders to strap on the back and when folded down, it didn’t get stuck or anything.My kids are 35 inches tall, so their feet will stick out when they’re laying down.The cons are:-Stroller doesn’t stand up when folded down, so you’ll have to lay it flat on the hood or the seat part, which can get dirty if laying on the ground.-Opening it up is cumbersome because it doesn’t pop out easily. You have to remember to catch the front wheels, so that the seat doesn’t fold back down and touch the ground. I’m only 110 lbs with not much strength, so opening it up takes practice.-The seat doesn’t have a good upright position, so my kids had to lean forward if they didn’t want to rest back on it because it reclines too much on the most upright position.","https://m.media-amazon.com/images/I/81u3gQG1iEL._SY1600.jpg, https://m.media-amazon.com/images/I/91abGr4Yo8L._SY1600.jpg",,FALSE,https://www.amazon.com/gp/customer-reviews/RYZ4I6S72QB2U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,2,B07PMSS9NF,Style: City Tour 2 Double Stroller | Color: Pitch Black
10/05/2021,United States,5,Danielle,Just buy it,"This travel stroller is awesome! I have the Baby Jogger City Select and love it, but was looking for something to keep in the car and bring on trips. This stroller folds into a flat square, fits in the bins going through security, and fits perfect in the airplane’s overhead bin. It even has a bag that comes with it to make it easy to store and carry.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R3A6LWAU89BY4Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,0,,
10/05/2021,United States,5,S L D,Love this stroller!,We bought this before our grand baby came for a visit. Worked beautifully on city streets going up and over curbs. My son commented he liked it better than the large stroller they had at home!,,,TRUE,https://www.amazon.com/gp/customer-reviews/RICLI5OJ8H78K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NZPT3TR,1,B07NZPT3TR,Style: City Tour 2 Stroller | Color: Pitch Black
